Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,Decedent's home,,370,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,Hospice facility,,41,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,Nursing home/long term care facility,,190,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,Other,0,78,0,0,0,0,
04/12/2023,09/01/2022,09/30/2022,By Month,2022,9,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Total - All Places of Death,40,945,49,13,0,76,
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,"Healthcare setting, inpatient",22,253,29,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,"Healthcare setting, outpatient or emergency room",0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Decedent's home,,357,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Hospice facility,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Nursing home/long term care facility,,181,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Other,0,64,0,0,0,0,
04/12/2023,10/01/2022,10/31/2022,By Month,2022,10,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Total - All Places of Death,39,972,51,13,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,"Healthcare setting, inpatient",21,263,39,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,"Healthcare setting, outpatient or emergency room",0,43,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Decedent's home,,374,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Hospice facility,0,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Nursing home/long term care facility,11,200,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Other,,46,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2022,11/30/2022,By Month,2022,11,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Total - All Places of Death,29,1018,62,10,20,100,
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,"Healthcare setting, inpatient",17,318,43,,14,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,"Healthcare setting, outpatient or emergency room",,45,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Decedent's home,,362,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Hospice facility,,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Nursing home/long term care facility,,208,10,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Other,0,40,0,0,0,0,
04/12/2023,12/01/2022,12/31/2022,By Month,2022,12,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Total - All Places of Death,41,1000,61,,16,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,"Healthcare setting, inpatient",21,305,40,,12,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,"Healthcare setting, outpatient or emergency room",0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Decedent's home,,364,,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Hospice facility,0,50,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Nursing home/long term care facility,13,209,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Other,0,39,0,0,0,0,
04/12/2023,01/01/2023,01/31/2023,By Month,2023,1,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Total - All Places of Death,20,862,39,,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,"Healthcare setting, inpatient",12,255,28,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,"Healthcare setting, outpatient or emergency room",,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Decedent's home,,308,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Hospice facility,0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Nursing home/long term care facility,,171,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Other,0,33,0,0,0,0,
04/12/2023,02/01/2023,02/28/2023,By Month,2023,2,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Total - All Places of Death,28,898,50,10,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,"Healthcare setting, inpatient",14,265,38,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,"Healthcare setting, outpatient or emergency room",0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Decedent's home,,330,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Hospice facility,,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Nursing home/long term care facility,,196,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Other,0,34,0,0,0,0,
04/12/2023,03/01/2023,03/31/2023,By Month,2023,3,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Total - All Places of Death,,37,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,"Healthcare setting, inpatient",0,14,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,"Healthcare setting, outpatient or emergency room",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Decedent's home,,15,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Hospice facility,0,0,0,0,0,0,
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Nursing home/long term care facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Other,0,0,0,0,0,0,
04/12/2023,04/01/2023,04/08/2023,By Month,2023,4,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Total - All Places of Death,0,1562,130,0,29,159,
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, inpatient",0,481,82,0,21,103,
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, outpatient or emergency room",0,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Decedent's home,0,356,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Hospice facility,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Nursing home/long term care facility,0,454,31,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Other,0,147,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Place of death unknown,0,0,0,0,0,0,
04/12/2023,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Total - All Places of Death,0,1388,105,0,13,118,
04/12/2023,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, inpatient",0,393,66,0,10,76,
04/12/2023,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, outpatient or emergency room",0,85,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
